,title,year,genre,country_first,iso3,continent
275,L'attacco delle sanguisughe giganti,1959,"Horror, Sci-Fi",USA,USA,North America
276,Los autómatas de la muerte,1962,"Action, Sci-Fi, Thriller",Mexico,MEX,North America
277,Beyond the Time Barrier,1960,"Romance, Sci-Fi",USA,USA,North America
278,The Secret of the Telegian,1960,"Horror, Sci-Fi",Japan,JPN,Asia
279,Una nube di terrore,1960,"Crime, Sci-Fi, Thriller",Japan,JPN,Asia
280,Il mistero dei tre continenti,1960,"Adventure, Crime, Sci-Fi",France,FRA,Europe
281,The Incredible Petrified World,1959,"Action, Adventure, Sci-Fi",USA,USA,North America
282,The Leech Woman,1960,"Horror, Romance, Sci-Fi",USA,USA,North America
283,Mondo perduto,1960,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
284,Il mulino delle donne di pietra,1960,"Horror, Sci-Fi",Italy,ITA,Europe
285,"Seddok, l'erede di Satana",1960,"Horror, Sci-Fi",Italy,ITA,Europe
286,Space Men,1960,Sci-Fi,Italy,ITA,Europe
287,L'uomo che visse nel futuro,1960,"Adventure, Romance, Sci-Fi",USA,USA,North America
288,12 to the Moon,1960,Sci-Fi,USA,USA,North America
289,Il villaggio dei dannati,1960,"Horror, Sci-Fi",United Kingdom,GBR,Europe
290,Un marziano sulla Terra,1960,"Comedy, Sci-Fi",USA,USA,North America
291,The Wasp Woman,1959,"Horror, Sci-Fi",USA,USA,North America
292,Atlantide continente perduto,1961,"Adventure, Sci-Fi",USA,USA,North America
293,El barón del terror,1962,"Horror, Sci-Fi, Thriller",Mexico,MEX,North America
294,Il mostro delle Yucca Flats,1961,"Horror, Sci-Fi",USA,USA,North America
295,...e la Terra prese fuoco,1961,"Drama, Romance, Sci-Fi",United Kingdom,GBR,Europe
296,La bara del Dottor Sangue,1961,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
297,Flight That Disappeared,1961,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
298,Gorgo,1961,"Horror, Sci-Fi",United Kingdom,GBR,Europe
299,Il pianeta degli uomini spenti,1961,"Horror, Sci-Fi",Italy,ITA,Europe
300,Le mani dell'altro,1960,"Crime, Horror, Sci-Fi",United Kingdom,GBR,Europe
301,F.B.I. contro dottor Mabuse,1961,"Crime, Mystery, Sci-Fi",Germany,DEU,Europe
302,It Happened Here,1965,"Drama, Sci-Fi, War",United Kingdom,GBR,Europe
303,Konga - Terrore su Londra,1961,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
304,The Manster,1959,"Horror, Sci-Fi",Japan,JPN,Asia
305,Il padrone del mondo,1961,"Adventure, Sci-Fi",USA,USA,North America
306,Most Dangerous Man Alive,1961,Sci-Fi,USA,USA,North America
307,Mosura,1961,"Fantasy, Sci-Fi, Thriller",Japan,JPN,Asia
308,Il pianeta fantasma,1961,"Action, Adventure, Sci-Fi",USA,USA,North America
309,Sekai daisensô,1961,"Drama, Sci-Fi",Japan,JPN,Asia
310,L'astronave fantasma,1961,"Action, Sci-Fi",Japan,JPN,Asia
311,Valley of the Dragons,1961,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
312,Viaggio in fondo al mare,1961,"Action, Adventure, Sci-Fi",USA,USA,North America
313,Chelovek-Amfibiya,1962,"Drama, Romance, Sci-Fi",Russia,RUS,Europe
314,The Creation of the Humanoids,1962,Sci-Fi,USA,USA,North America
315,The Day Mars Invaded Earth,1962,Sci-Fi,USA,USA,North America
316,Hand of Death,1962,"Horror, Sci-Fi",USA,USA,North America
317,Las luchadoras contra el médico asesino,1963,"Horror, Sci-Fi",Mexico,MEX,North America
318,Un tipo lunatico,1962,"Family, Comedy, Sci-Fi",USA,USA,North America
319,Muz z prvního století,1962,"Comedy, Sci-Fi",Czechia,CZE,Europe
320,Nude on the Moon,1961,"Fantasy, Sci-Fi",USA,USA,North America
321,Il giorno dopo la fine del mondo,1962,"Action, Horror, Sci-Fi",USA,USA,North America
322,I sette navigatori dello spazio,1962,"Adventure, Sci-Fi",Russia,RUS,Europe
323,Astronauti per forza,1962,"Comedy, Musical, Sci-Fi",United Kingdom,GBR,Europe
324,The Slime People,1963,"Horror, Sci-Fi",USA,USA,North America
325,The Three Stooges in Orbit,1962,"Comedy, Sci-Fi",USA,USA,North America
326,The Underwater City,1962,Sci-Fi,USA,USA,North America
327,Varan the Unbelievable,1962,"Horror, Sci-Fi",Japan,JPN,Asia
328,Yôsei Gorasu,1962,"Action, Family, Sci-Fi",Japan,JPN,Asia
329,La mano strisciante,1963,"Horror, Sci-Fi",USA,USA,North America
330,Atragon,1963,"Adventure, Family, Sci-Fi",Japan,JPN,Asia
331,The Madmen of Mandoras,1963,"Sci-Fi, Thriller",USA,USA,North America
332,Matango il mostro,1963,"Horror, Mystery, Sci-Fi",Japan,JPN,Asia
333,Mechte navstrechu,1963,Sci-Fi,Russia,RUS,Europe
334,Mani sulla luna,1963,"Comedy, Romance, Sci-Fi",United Kingdom,GBR,Europe
335,Le folli notti del dottor Jerryll,1963,"Comedy, Romance, Sci-Fi",USA,USA,North America
336,Scotland Yard contro Dr. Mabuse,1963,"Crime, Thriller, Sci-Fi",Germany,DEU,Europe
337,Professore a tuttogas,1963,"Comedy, Sci-Fi, Family",USA,USA,North America
338,Assedio alla terra,1963,"Horror, Sci-Fi",United Kingdom,GBR,Europe
339,L'uomo dagli occhi a raggi X,1963,"Horror, Sci-Fi, Thriller",USA,USA,North America
340,The Yesterday Machine,1965,Sci-Fi,USA,USA,North America
341,Monstrosity,1963,"Horror, Sci-Fi",USA,USA,North America
342,Il castello dei morti vivi,1964,"Horror, Sci-Fi, Thriller",Italy,ITA,Europe
343,Il disco volante,1964,"Comedy, Fantasy, Sci-Fi",Italy,ITA,Europe
344,Dr. Sex,1964,"Comedy, Sci-Fi",USA,USA,North America
345,The Earth Dies Screaming,1964,"Horror, Sci-Fi",United Kingdom,GBR,Europe
346,Der Fall X701,1964,"Mystery, Sci-Fi, Drama",United Kingdom,GBR,Europe
347,Base Luna chiama Terra,1964,"Adventure, Sci-Fi",United Kingdom,GBR,Europe
348,The Flesh Eaters,1964,"Horror, Sci-Fi",USA,USA,North America
349,El hacha diabólica,1965,"Adventure, Horror, Sci-Fi",Mexico,MEX,North America
350,Kiss Me Quick!,1964,"Comedy, Horror, Sci-Fi",USA,USA,North America
351,Las luchadoras contra la momia,1964,"Adventure, Horror, Sci-Fi",Mexico,MEX,North America
352,Le disavventure di Merlin Jones,1964,"Family, Comedy, Sci-Fi",USA,USA,North America
353,S.O.S. Naufragio nello spazio,1964,"Adventure, Sci-Fi",USA,USA,North America
354,Le amanti del dr. Jekyll,1964,"Horror, Sci-Fi",Spain,ESP,Europe
355,The Time Travelers,1964,Sci-Fi,USA,USA,North America
356,I raggi mortali del Dr. Mabuse,1964,"Crime, Mystery, Sci-Fi",Germany,DEU,Europe
357,Dogora il mostro della grande palude,1964,"Crime, Horror, Sci-Fi",Japan,JPN,Asia
358,L'ultimo uomo della Terra,1964,"Drama, Horror, Sci-Fi",Italy,ITA,Europe
359,2+5: Missione Hydra,1966,"Adventure, Sci-Fi",Italy,ITA,Europe
360,Agente Lemmy Caution: Missione Alphaville,1965,"Drama, Mystery, Sci-Fi",France,FRA,Europe
361,Esperimento IS: il mondo si frantuma,1965,"Action, Drama, Sci-Fi",USA,USA,North America
362,Daikaijû Gamera,1965,"Horror, Sci-Fi",Japan,JPN,Asia
363,La decima vittima,1965,"Action, Sci-Fi, Thriller",Italy,ITA,Europe
364,I diafanoidi vengono da Marte,1966,Sci-Fi,Italy,ITA,Europe
365,La morte viene dal pianeta Aytin,1967,"Drama, Sci-Fi",Italy,ITA,Europe
366,Dr. Goldfoot e il nostro agente 00¼,1965,"Comedy, Sci-Fi",USA,USA,North America
367,Dr. Who and the Daleks,1965,"Adventure, Family, Sci-Fi",United Kingdom,GBR,Europe
368,Firelight,1964,"Sci-Fi, Thriller",USA,USA,North America
369,L'incredibile astronauta incontra il mostro spaziale,1965,"Horror, Sci-Fi",USA,USA,North America
370,Frankenstein alla conquista della Terra,1965,"Horror, Sci-Fi",Japan,JPN,Asia
371,La isla de la muerte,1967,"Horror, Sci-Fi",Germany,DEU,Europe
372,Gonks Go Beat,1964,"Comedy, Musical, Sci-Fi",United Kingdom,GBR,Europe
373,Agente spaziale K-1,1965,"Horror, Sci-Fi",Italy,ITA,Europe
374,L'invasione degli astromostri,1965,"Action, Adventure, Sci-Fi",Japan,JPN,Asia
375,The Monkey's Uncle,1965,"Family, Comedy, Sci-Fi",USA,USA,North America
376,Monster a-Go Go,1965,"Horror, Sci-Fi",USA,USA,North America
377,La morte dall'occhio di cristallo,1965,"Mystery, Horror, Sci-Fi",United Kingdom,GBR,Europe
378,Ammutinamento nello spazio,1965,"Horror, Sci-Fi",USA,USA,North America
379,Madra... il terrore di Londra,1965,"Horror, Sci-Fi",United Kingdom,GBR,Europe
380,Il pianeta errante,1966,Sci-Fi,Italy,ITA,Europe
381,Stazione 3: top secret,1965,"Crime, Mystery, Sci-Fi",USA,USA,North America
382,Space Probe Taurus,1965,"Horror, Sci-Fi",USA,USA,North America
383,Spaceflight IC-1: An Adventure in Space,1965,Sci-Fi,United Kingdom,GBR,Europe
384,Sting of Death,1966,"Horror, Sci-Fi",USA,USA,North America
385,Terrore nello spazio,1965,"Horror, Sci-Fi",Italy,ITA,Europe
386,Vinyl,1965,Sci-Fi,USA,USA,North America
387,Voyage to the Prehistoric Planet,1965,"Adventure, Sci-Fi",Russia,RUS,Europe
388,I criminali della galassia,1966,Sci-Fi,Italy,ITA,Europe
389,The Wizard of Mars,1965,"Fantasy, Horror, Sci-Fi",USA,USA,North America
390,Agente H.A.R.M.,1966,"Action, Adventure, Sci-Fi",USA,USA,North America
391,I conquistatori degli abissi,1966,"Action, Adventure, Sci-Fi",USA,USA,North America
392,Le carte scoperte,1966,"Comedy, Sci-Fi",France,FRA,Europe
393,Castle of Evil,1966,"Horror, Mystery, Sci-Fi",USA,USA,North America
394,"Cyborg anno 2087 - Metà uomo, metà macchina... programmato per uccidere",1966,"Action, Drama, Sci-Fi",USA,USA,North America
395,Daleks il futuro tra un milione di anni,1966,"Family, Sci-Fi",United Kingdom,GBR,Europe
396,L'invasione - Marte attacca Terra,1966,"Sci-Fi, Thriller",USA,USA,North America
397,Dimension 5,1966,"Crime, Sci-Fi, Thriller",USA,USA,North America
398,Fahrenheit 451,1966,"Drama, Sci-Fi",United Kingdom,GBR,Europe
399,The Bubble,1966,Sci-Fi,USA,USA,North America
400,Viaggio allucinante,1966,"Adventure, Family, Sci-Fi",USA,USA,North America
401,I redivivi,1966,"Horror, Sci-Fi",United Kingdom,GBR,Europe
402,Kong - Uragano sulla metropoli,1966,"Action, Horror, Sci-Fi",Japan,JPN,Asia
403,Invasion,1965,Sci-Fi,United Kingdom,GBR,Europe
404,S.O.S. i mostri uccidono ancora,1966,"Horror, Sci-Fi",United Kingdom,GBR,Europe
405,Jesse James Meets Frankenstein's Daughter,1966,"Horror, Sci-Fi, Western",USA,USA,North America
406,I mostri della città sommersa,1966,"Horror, Sci-Fi",Japan,JPN,Asia
407,Matchless,1967,"Comedy, Sci-Fi, Thriller",Italy,ITA,Europe
408,Miss Muerte,1966,"Horror, Sci-Fi",France,FRA,Europe
409,The Navy vs. the Night Monsters,1966,"Horror, Sci-Fi",USA,USA,North America
410,Operazione Goldman,1966,"Adventure, Sci-Fi",Italy,ITA,Europe
411,Queen of Blood,1966,"Horror, Sci-Fi",USA,USA,North America
412,009 Joe Tempesta,1966,"Animation, Adventure, Sci-Fi",Japan,JPN,Asia
413,Operazione diabolica,1966,"Sci-Fi, Thriller",USA,USA,North America
414,Le spie vengono dal semifreddo,1966,"Adventure, Comedy, Sci-Fi",Italy,ITA,Europe
415,Stazione luna,1966,"Comedy, Sci-Fi",USA,USA,North America
416,The Wild World of Batwoman,1966,"Comedy, Sci-Fi",USA,USA,North America
417,Autopsia de un fantasma,1968,"Comedy, Horror, Sci-Fi",Mexico,MEX,North America
418,Battle Beneath the Earth,1967,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
419,Come rubare la corona d'Inghilterra,1967,"Action, Adventure, Sci-Fi",Italy,ITA,Europe
420,L'assassino ha le ore contate,1968,"Action, Crime, Sci-Fi",France,FRA,Europe
421,Creature of Destruction,1968,"Horror, Sci-Fi",USA,USA,North America
422,Il giorno in cui i pesci uscirono dal mare,1967,"Comedy, Sci-Fi",Greece,GRC,Europe
423,Doomsday Machine,1972,Sci-Fi,USA,USA,North America
424,La maledizione dei Frankenstein,1967,"Horror, Sci-Fi",United Kingdom,GBR,Europe
425,Herrliche Zeiten im Spessart,1967,"Comedy, Sci-Fi",Germany,DEU,Europe
426,It!,1967,"Horror, Sci-Fi",United Kingdom,GBR,Europe
427,Viaggio al centro del tempo,1967,Sci-Fi,USA,USA,North America
428,King Kong - Il gigante della foresta,1967,"Adventure, Sci-Fi",Japan,JPN,Asia
429,Fine agosto all'Hotel Ozon,1967,"Drama, Sci-Fi",Czechia,CZE,Europe
430,Il raggio infernale,1967,"Adventure, Sci-Fi",Italy,ITA,Europe
431,Night Fright,1967,"Horror, Sci-Fi",USA,USA,North America
432,Demoni di fuoco,1967,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
433,Panico nella città,1968,"Sci-Fi, Thriller",USA,USA,North America
434,La folle impresa del dottor Schaefer,1967,"Comedy, Sci-Fi, Thriller",USA,USA,North America
435,Laser X: operazione uomo,1966,"Sci-Fi, Horror",United Kingdom,GBR,Europe
436,L'astronave degli esseri perduti,1967,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
437,L'invincibile Superman,1968,"Adventure, Sci-Fi",Italy,ITA,Europe
438,La galleria degli orrori,1967,"Horror, Sci-Fi",USA,USA,North America
439,Il killer di Satana,1967,"Horror, Sci-Fi",United Kingdom,GBR,Europe
440,Superargo contro Diabolikus,1966,"Adventure, Sci-Fi",Italy,ITA,Europe
441,The Terrornauts,1967,Sci-Fi,United Kingdom,GBR,Europe
442,La morte scarlatta viene dallo spazio,1967,"Adventure, Sci-Fi",United Kingdom,GBR,Europe
443,Odissea sulla Terra,1967,"Horror, Sci-Fi",Japan,JPN,Asia
444,La venganza del sexo,1969,"Horror, Sci-Fi",Argentina,ARG,South America
445,L'avvoltoio,1966,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
446,Ego zvali Robert,1967,"Comedy, Sci-Fi",Russia,RUS,Europe
447,2001: Odissea nello spazio,1968,"Adventure, Sci-Fi",United Kingdom,GBR,Europe
448,L'imboscata,1967,"Action, Comedy, Sci-Fi",USA,USA,North America
449,La cortina di bambù,1968,Sci-Fi,USA,USA,North America
450,Terrore sull'isola dell'amore,1968,"Horror, Sci-Fi",Philippines,PHL,Asia
451,I due mondi di Charly,1968,"Drama, Romance, Sci-Fi",USA,USA,North America
452,Conto alla rovescia,1967,"Sci-Fi, Thriller",USA,USA,North America
453,The Destructors,1968,"Sci-Fi, Thriller",USA,USA,North America
454,Settore tortura,1968,"Fantasy, Horror, Sci-Fi",Mexico,MEX,North America
455,"Korang, la terrificante bestia umana",1969,"Horror, Sci-Fi",Mexico,MEX,North America
456,How to Make a Doll,1968,"Sci-Fi, Comedy",USA,USA,North America
457,Alien Terror,1971,"Sci-Fi, Horror",Mexico,MEX,North America
458,"Je t'aime, je t'aime - Anatomia di un suicidio",1968,"Drama, Sci-Fi",France,FRA,Europe
459,Gli eredi di King Kong,1968,"Action, Horror, Sci-Fi",Japan,JPN,Asia
460,L'allucinante fine dell'umanità,1968,"Horror, Sci-Fi",Japan,JPN,Asia
461,"Distruggete DC 59, da base spaziale a Hong Kong",1968,"Horror, Sci-Fi",Japan,JPN,Asia
462,Mad Doctor of Blood Island,1968,"Adventure, Horror, Sci-Fi",Philippines,PHL,Asia
463,Mission Mars,1968,Sci-Fi,USA,USA,North America
464,Il pianeta delle scimmie,1968,"Adventure, Sci-Fi",USA,USA,North America
465,La forza invisibile,1968,"Sci-Fi, Thriller",USA,USA,North America
466,Anno 2118: progetto X,1968,"Mystery, Sci-Fi",USA,USA,North America
467,Voyage to the Planet of Prehistoric Women,1968,"Adventure, Sci-Fi",USA,USA,North America
468,...4 ..3 ..2 ..1 ...morte,1967,"Action, Adventure, Sci-Fi",Italy,ITA,Europe
469,Mutazioni,1969,"Comedy, Sci-Fi",United Kingdom,GBR,Europe
470,Colossus: The Forbin Project,1970,"Sci-Fi, Thriller",USA,USA,North America
471,Gladiatorerna,1969,"Drama, Sci-Fi",Sweden,SWE,Europe
472,Il fango verde,1968,"Drama, Horror, Sci-Fi",Italy,ITA,Europe
473,L'incredibile casa in fondo al mare,1969,"Comedy, Sci-Fi",USA,USA,North America
474,Louis de Funes e il nonno surgelato,1969,"Comedy, Fantasy, Sci-Fi",France,FRA,Europe
475,Ice,1970,"Drama, Sci-Fi",USA,USA,North America
476,Latitudine zero,1969,"Action, Adventure, Sci-Fi",USA,USA,North America
477,Doppia immagine nello spazio,1969,"Drama, Sci-Fi",United Kingdom,GBR,Europe
478,Manden der tænkte ting,1969,"Horror, Sci-Fi",Denmark,DNK,Europe
479,Abbandonati nello spazio,1969,"Adventure, Drama, Sci-Fi",USA,USA,North America
480,The Monitors,1969,"Comedy, Sci-Fi",USA,USA,North America
481,Operazione terrore,1970,"Horror, Sci-Fi",Spain,ESP,Europe
482,Luna zero due,1969,"Crime, Sci-Fi",United Kingdom,GBR,Europe
483,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,Sci-Fi,Canada,CAN,North America
484,Galaxy Horror,1969,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
485,La vendetta di Gwangi,1969,"Action, Adventure, Sci-Fi",USA,USA,North America
486,"Zabil jsem Einsteina, panove",1970,"Comedy, Romance, Sci-Fi",Czechia,CZE,Europe
487,Zeta uno,1969,"Comedy, Fantasy, Sci-Fi",United Kingdom,GBR,Europe
488,"Pane, vy jste vdova!",1971,"Comedy, Sci-Fi",Czechia,CZE,Europe
489,L'altra faccia del pianeta delle scimmie,1970,"Action, Adventure, Sci-Fi",USA,USA,North America
490,Bigfoot,1970,"Horror, Sci-Fi, Thriller",USA,USA,North America
491,Il computer con le scarpe da tennis,1969,"Comedy, Family, Sci-Fi",USA,USA,North America
492,Crimes of the Future,1970,"Comedy, Sci-Fi",Canada,CAN,North America
493,Distruggete Frankenstein!,1969,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
494,"Gas, fu necessario distruggere il mondo per poterlo salvare",1970,"Comedy, Drama, Sci-Fi",USA,USA,North America
495,Atom il mostro della galassia,1970,"Adventure, Sci-Fi",Japan,JPN,Asia
496,Gli orrori di Frankenstein,1970,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
497,7 per l'infinito contro i mostri spaziali,1970,"Adventure, Horror, Sci-Fi",USA,USA,North America
498,Il cervello di Mr. Soames,1970,"Drama, Sci-Fi",United Kingdom,GBR,Europe
499,La pazza guerra delle comete,1970,"Adventure, Comedy, Sci-Fi",Czechia,CZE,Europe
500,2000: la fine dell'uomo,1970,"Drama, Sci-Fi",United Kingdom,GBR,Europe
501,Quando le donne avevano la coda,1970,"Comedy, Fantasy, Sci-Fi",Italy,ITA,Europe
502,Signale - Ein Weltraumabenteuer,1970,Sci-Fi,Germany,DEU,Europe
503,L'uomo che fuggì dal futuro,1971,"Drama, Sci-Fi, Thriller",USA,USA,North America
504,Tayna zheleznoy dveri,1970,"Adventure, Family, Sci-Fi",Russia,RUS,Europe
505,Together,1970,"Comedy, Musical, Sci-Fi",United Kingdom,GBR,Europe
506,Il terrore di Londra,1970,"Horror, Sci-Fi",United Kingdom,GBR,Europe
507,Un papero da 1 milione di dollari,1971,"Comedy, Family, Sci-Fi",USA,USA,North America
508,Andromeda,1971,"Mystery, Sci-Fi, Thriller",USA,USA,North America
509,Arancia meccanica,1971,"Crime, Drama, Sci-Fi",United Kingdom,GBR,Europe
510,La lotta del sesso 6 milioni di anni fa,1971,"Adventure, Horror, Sci-Fi",United Kingdom,GBR,Europe
511,Dracula vs. Frankenstein,1971,"Horror, Sci-Fi",USA,USA,North America
512,Fuga dal pianeta delle scimmie,1971,"Action, Sci-Fi",USA,USA,North America
513,Glen and Randa,1971,"Adventure, Sci-Fi",USA,USA,North America
514,The Hand of Pleasure,1971,"Comedy, Sci-Fi",USA,USA,North America
515,The Incredible 2-Headed Transplant,1971,"Horror, Sci-Fi",USA,USA,North America
516,Il Marziano di Natale,1971,"Family, Sci-Fi",Canada,CAN,North America
517,Octaman,1971,"Sci-Fi, Horror",Mexico,MEX,North America
518,1975: occhi bianchi sul pianeta Terra,1971,"Action, Drama, Sci-Fi",USA,USA,North America
519,Quando le donne persero la coda,1972,"Comedy, Fantasy, Sci-Fi",Italy,ITA,Europe
520,Settimo potere,1971,"Mystery, Sci-Fi, Thriller",USA,USA,North America
521,Slok,1973,"Comedy, Horror, Sci-Fi",USA,USA,North America
522,2002: la seconda odissea,1972,"Drama, Sci-Fi",USA,USA,North America
523,La scatola dei giochi erotici,1971,"Horror, Mystery, Sci-Fi",USA,USA,North America
524,The Adult Version of Jekyll & Hide,1972,"Sci-Fi, Horror",USA,USA,North America
525,Beware! The Blob,1972,"Comedy, Horror, Sci-Fi",USA,USA,North America
526,Blood of Ghastly Horror,1967,"Horror, Sci-Fi",USA,USA,North America
527,Brain of Blood,1971,"Horror, Sci-Fi",USA,USA,North America
528,L'angelo della morte,1971,"Drama, Sci-Fi",USA,USA,North America
529,1999: conquista della Terra,1972,"Action, Sci-Fi",USA,USA,North America
530,Il terrore viene dalla pioggia,1973,"Horror, Sci-Fi",United Kingdom,GBR,Europe
531,The Cremators,1973,"Horror, Sci-Fi",USA,USA,North America
532,Doomwatch - i mostri del 2001,1972,"Mystery, Sci-Fi, Thriller",United Kingdom,GBR,Europe
533,"Barbara, il mostro di Londra",1971,"Horror, Sci-Fi",United Kingdom,GBR,Europe
534,Eolomea - La sirena delle stelle,1972,"Drama, Romance, Sci-Fi",Germany,DEU,Europe
535,La maledizione di Frankenstein,1973,"Horror, Sci-Fi",Spain,ESP,Europe
536,Flesh Gordon,1974,"Comedy, Sci-Fi",USA,USA,North America
537,Frogs,1972,"Horror, Mystery, Sci-Fi",USA,USA,North America
